ts,source_gpkg,layer,polygon_uid,tile_id,predicted_class,decision,corrected_class,n_pixels,area_m2,co_occurring_classes
2026-06-07T21:31:35.135336+00:00,vector_mc13_v3_denoising/plagioclase.gpkg,thresh_0.94,t1250::thresh_0.94::45,t1250,plagioclase,reject,ambiguous,255,8231285.691,
2026-06-07T21:32:03.630114+00:00,vector_mc13_v3_denoising/olivine.gpkg,thresh_0.97,t1250::thresh_0.97::578,t1250,olivine,confirm,,44601,1460252887.0,
2026-06-07T21:32:20.578252+00:00,vector_mc13_v3_denoising/olivine.gpkg,thresh_0.97,t1250::thresh_0.97::535,t1250,olivine,confirm,,16955,554058269.9,
2026-06-07T21:33:28.429721+00:00,vector_mc13_v3_denoising/lcp.gpkg,thresh_0.97,t1106::thresh_0.97::7899,t1106,lcp,skip,,265596,8741971049.0,
2026-06-07T21:34:03.689259+00:00,vector_mc13_v3_denoising/lcp.gpkg,thresh_0.97,t1034::thresh_0.97::3335,t1034,lcp,skip,,240025,7903048505.0,
2026-06-07T21:34:33.321953+00:00,vector_mc13_v3_denoising/lcp.gpkg,thresh_0.97,t1032::thresh_0.97::2138,t1032,lcp,skip,,204470,6759617956.0,
2026-06-07T21:35:09.908843+00:00,vector_mc13_v3_denoising/lcp.gpkg,thresh_0.97,t1032::thresh_0.97::2140,t1032,lcp,confirm,,190404,6289725060.0,
2026-06-07T21:35:45.960749+00:00,vector_mc13_v3_denoising/lcp.gpkg,thresh_0.97,t1103::thresh_0.97::6530,t1103,lcp,skip,,184258,6066233592.0,
2026-06-07T21:36:14.832870+00:00,vector_mc13_v3_denoising/lcp.gpkg,thresh_0.97,t1175::thresh_0.97::11279,t1175,lcp,skip,,175383,5802838962.0,
2026-06-07T21:37:47.841675+00:00,vector_mc13_v3_denoising/lcp.gpkg,thresh_0.97,t1033::thresh_0.97::2977,t1033,lcp,confirm,,152509,5027861175.0,
2026-06-07T21:38:21.394246+00:00,vector_mc13_v3_denoising/lcp.gpkg,thresh_0.97,t1105::thresh_0.97::7556,t1105,lcp,skip,,136620,4510141587.0,
2026-06-07T21:38:51.111502+00:00,vector_mc13_v3_denoising/lcp.gpkg,thresh_0.97,t1033::thresh_0.97::2981,t1033,lcp,skip,,135559,4490934684.0,
2026-06-09T21:57:41.409421+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::7,t1086,hcp,reject,alteration,6331,208391009.5,
2026-06-09T21:57:47.529881+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::8,t1086,hcp,reject,alteration,5117,168586352.6,
2026-06-09T21:57:53.593129+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::4,t1086,hcp,reject,alteration,4707,155135669.1,
2026-06-09T21:58:18.223373+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::30,t1090,hcp,reject,alteration,4697,154813734.7,
2026-06-09T21:58:26.107821+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::27,t1090,hcp,reject,alteration,3637,119757825.8,
2026-06-09T21:58:30.763111+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::15,t1086,hcp,reject,alteration,2463,81305272.61,
2026-06-09T21:59:08.242293+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::34,t1090,hcp,skip,,2413,79266968.14,
2026-06-09T21:59:14.007547+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1087::thresh_0.97::21,t1087,hcp,reject,alteration,2027,67062799.43,
2026-06-09T21:59:18.025549+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::5,t1086,hcp,reject,alteration,2029,66740313.6,
2026-06-09T21:59:22.566788+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::29,t1090,hcp,reject,alteration,1328,43643304.37,
2026-06-09T21:59:26.161478+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::0,t1086,hcp,reject,alteration,905,29743034.72,
2026-06-09T21:59:29.943603+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::9,t1086,hcp,reject,alteration,867,28706106.25,
2026-06-09T21:59:36.828711+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::10,t1086,hcp,reject,alteration,676,22200924.64,
2026-06-09T21:59:40.002592+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::13,t1086,hcp,reject,alteration,535,17723659.61,
2026-06-09T21:59:45.632423+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1087::thresh_0.97::25,t1087,hcp,reject,alteration,467,15388107.51,
2026-06-09T21:59:52.072084+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::39,t1090,hcp,reject,alteration,398,13130930.18,
2026-06-09T21:59:55.180845+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::12,t1086,hcp,reject,alteration,211,6983706.277,
2026-06-09T21:59:58.747252+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::6,t1086,hcp,skip,,204,6701772.302,
2026-06-09T22:00:00.959131+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1087::thresh_0.97::20,t1087,hcp,reject,alteration,179,5825607.726,
2026-06-09T22:00:04.091648+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::40,t1090,hcp,skip,,143,4728541.09,
2026-06-09T22:00:05.828488+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::31,t1090,hcp,skip,,118,3869571.336,
2026-06-09T22:00:07.710811+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::14,t1086,hcp,reject,alteration,91,3080340.39,
2026-06-09T22:00:10.907436+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::16,t1086,hcp,reject,alteration,91,3064057.215,
2026-06-09T22:00:14.269196+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::11,t1086,hcp,reject,alteration,77,2552994.643,
2026-06-09T22:00:20.344909+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::38,t1090,hcp,skip,,49,1581551.362,
2026-06-09T22:00:22.544502+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::35,t1090,hcp,skip,,49,1564750.766,
2026-06-09T22:00:27.334501+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::17,t1086,hcp,skip,,45,1515699.821,
2026-06-09T22:00:29.059686+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1087::thresh_0.97::18,t1087,hcp,skip,,44,1365604.582,
2026-06-09T22:00:31.730436+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::3,t1086,hcp,skip,,34,1102449.133,
2026-06-09T22:00:33.868018+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1087::thresh_0.97::23,t1087,hcp,reject,alteration,27,856595.1304,
2026-06-09T22:00:37.348902+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::33,t1090,hcp,skip,,27,856467.8616,
2026-06-09T22:00:38.748437+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::32,t1090,hcp,skip,,27,856443.823,
2026-06-09T22:00:40.622434+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::26,t1090,hcp,reject,alteration,19,674553.7321,
2026-06-09T22:00:44.128046+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1087::thresh_0.97::19,t1087,hcp,skip,,19,625257.6777,
2026-06-09T22:00:47.025258+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::37,t1090,hcp,skip,,19,593061.8144,
2026-06-09T22:00:49.157784+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::1,t1086,hcp,skip,,17,575854.5837,
2026-06-09T22:00:52.224966+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1087::thresh_0.97::24,t1087,hcp,reject,alteration,13,461258.3898,
2026-06-09T22:01:06.966094+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::28,t1090,hcp,skip,,14,460752.6856,
2026-06-09T22:01:10.806256+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1090::thresh_0.97::36,t1090,hcp,skip,,13,444758.6272,
2026-06-09T22:01:13.339059+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1086::thresh_0.97::2,t1086,hcp,reject,alteration,8,263257.2948,
2026-06-09T22:01:37.851038+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1087::thresh_0.95::16,t1087,hcp,reject,alteration,10638,350647408.9,
2026-06-09T22:01:43.878482+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::9,t1086,hcp,reject,alteration,8551,281694486.3,
2026-06-09T22:01:50.948116+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::3,t1086,hcp,reject,alteration,6895,226944403.5,
2026-06-09T22:01:56.426031+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::0,t1086,hcp,reject,alteration,6811,224143555.5,
2026-06-09T22:02:02.826151+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::27,t1090,hcp,skip,,5585,184175012.4,
2026-06-09T22:02:06.321941+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::35,t1090,hcp,skip,,4648,152836593.1,
2026-06-09T22:02:11.405697+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::24,t1090,hcp,reject,alteration,4517,148449914.3,
2026-06-09T22:02:16.386780+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::1,t1086,hcp,reject,alteration,2225,73325291.21,
2026-06-09T22:02:20.235304+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::26,t1090,hcp,skip,,1974,65087788.91,
2026-06-09T22:02:23.104974+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::6,t1086,hcp,reject,alteration,1244,41009973.36,
2026-06-09T22:02:27.312902+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::46,t1090,hcp,skip,,1203,39770847.31,
2026-06-09T22:02:29.627584+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::4,t1086,hcp,reject,alteration,1092,36117285.42,
2026-06-09T22:02:34.714845+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::7,t1086,hcp,reject,alteration,827,27310195.23,
2026-06-09T22:02:38.815755+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1087::thresh_0.95::19,t1087,hcp,reject,alteration,527,17365111.29,
2026-06-09T22:02:50.595270+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1088::thresh_0.95::20,t1088,hcp,skip,,265,8586718.432,
2026-06-09T22:02:53.127361+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::2,t1086,hcp,reject,alteration,245,8068511.294,
2026-06-09T22:02:56.964199+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::48,t1090,hcp,skip,,214,6936288.622,
2026-06-09T22:02:59.454156+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1087::thresh_0.95::14,t1087,hcp,reject,alteration,205,6813000.437,
2026-06-09T22:03:03.065246+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::8,t1086,hcp,reject,alteration,203,6687761.03,
2026-06-09T22:03:19.353870+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1232::thresh_0.95::50,t1232,hcp,confirm,,179,5909852.291,
2026-06-09T22:03:30.455682+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::31,t1090,hcp,reject,alteration,153,5038683.06,
2026-06-09T22:03:34.427587+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::38,t1090,hcp,skip,,129,4348705.277,
2026-06-09T22:03:37.365177+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::10,t1086,hcp,reject,alteration,126,4233684.937,
2026-06-09T22:03:42.860327+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::5,t1086,hcp,reject,alteration,116,3920092.121,
2026-06-09T22:03:46.138587+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1087::thresh_0.95::12,t1087,hcp,skip,,81,2648947.706,
2026-06-09T22:03:48.182064+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::25,t1090,hcp,skip,,73,2418928.189,
2026-06-09T22:03:50.675152+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::39,t1090,hcp,skip,,76,2405100.587,
2026-06-09T22:03:53.103235+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::23,t1090,hcp,reject,alteration,62,2089484.536,
2026-06-09T22:03:57.521832+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1086::thresh_0.95::11,t1086,hcp,skip,,63,2075852.05,
2026-06-09T22:03:59.545314+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::22,t1090,hcp,skip,,60,2019709.955,
2026-06-09T22:04:13.191730+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::44,t1090,hcp,reject,alteration,56,1828725.819,
2026-06-09T22:04:18.689458+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::37,t1090,hcp,skip,,45,1548327.805,
2026-06-09T22:04:20.558189+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::45,t1090,hcp,skip,,47,1515769.63,
2026-06-09T22:04:21.920307+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::28,t1090,hcp,skip,,42,1382841.853,
2026-06-09T22:04:24.880775+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1087::thresh_0.95::17,t1087,hcp,skip,,36,1186054.879,
2026-06-09T22:04:29.318529+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1087::thresh_0.95::13,t1087,hcp,reject,alteration,33,1069518.13,
2026-06-09T22:04:35.091145+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1087::thresh_0.95::18,t1087,hcp,reject,alteration,32,988411.725,
2026-06-09T22:04:42.473078+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::47,t1090,hcp,reject,alteration,28,955605.9661,
2026-06-09T22:04:47.504976+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::40,t1090,hcp,skip,,27,906063.8818,
2026-06-09T22:05:05.279357+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::36,t1090,hcp,skip,,27,889460.833,
2026-06-09T22:05:12.815274+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1088::thresh_0.95::21,t1088,hcp,confirm,,24,803132.4742,
2026-06-09T22:05:30.300044+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::43,t1090,hcp,reject,bland,22,724881.1059,
2026-06-09T22:06:27.487020+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1443::thresh_0.97::26981,t1443,lcp,reject,bland,759365,24889439928.0,
2026-06-09T22:07:10.493622+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1445::thresh_0.97::27333,t1445,lcp,reject,bland,669283,21997543494.0,
2026-06-09T22:07:57.249294+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1083::thresh_0.97::343,t1083,lcp,reject,bland,614086,20210396364.0,
2026-06-09T22:09:16.898630+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1082::thresh_0.97::125,t1082,lcp,reject,bland,493029,16232839725.0,
2026-06-09T22:10:13.300446+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1442::thresh_0.97::26799,t1442,lcp,reject,bland,469248,15391545189.0,
2026-06-09T22:11:06.469551+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1443::thresh_0.97::26985,t1443,lcp,reject,bland,427823,14030570208.0,
2026-06-09T22:12:10.756554+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1232::thresh_0.97::11967,t1232,lcp,reject,bland,415115,13702210841.0,
2026-06-09T22:16:37.499460+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1158::thresh_0.97::5065,t1158,lcp,reject,bland,369936,12187100986.0,
2026-06-09T22:19:40.495734+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1156::thresh_0.97::4013,t1156,lcp,reject,bland,353869,11673397847.0,
2026-06-09T22:20:49.667105+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1084::thresh_0.97::370,t1084,lcp,reject,bland,349818,11513395107.0,
2026-06-09T22:24:13.268523+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1084::thresh_0.97::365,t1084,lcp,skip,,348959,11487933493.0,
2026-06-09T22:26:15.288456+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1445::thresh_0.97::27332,t1445,lcp,reject,bland,341970,11137366943.0,
2026-06-09T22:30:11.066763+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1085::thresh_0.97::692,t1085,lcp,reject,bland,327474,10782906593.0,
2026-06-09T22:31:32.944858+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1370::thresh_0.97::20981,t1370,lcp,reject,bland,322094,10592745093.0,
2026-06-09T22:32:28.051955+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.97,t1087::thresh_0.97::22,t1087,hcp,reject,alteration,7417,244228744.3,
2026-06-09T22:37:21.977957+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1226::thresh_0.97::7975,t1226,lcp,reject,bland,320181,10534559438.0,
2026-06-09T22:39:44.428800+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1226::thresh_0.97::7975,t1226,lcp,reject,bland,320181,10534559438.0,
2026-06-09T22:42:20.013093+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1086::thresh_0.97::895,t1086,lcp,reject,bland,303500,9997881215.43689,
2026-06-09T23:39:32.867021+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1372::thresh_0.97::22331,t1372,lcp,reject,bland,287453,9471657105.076763,
2026-06-09T23:42:25.561771+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1083::thresh_0.97::344,t1083,lcp,reject,bland,283663,9352449597.798046,
2026-06-09T23:44:20.852774+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1155::thresh_0.97::3374,t1155,lcp,reject,bland,283014,9321093738.194172,
2026-06-09T23:46:12.796178+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1154::thresh_0.97::3089,t1154,lcp,reject,bland,282174,9299839459.32775,
2026-06-09T23:53:43.214172+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1447::thresh_0.97::28457,t1447,lcp,reject,bland,278441,9193113908.838486,
2026-06-10T15:34:53.690162+00:00,vector_mc13_relabeled/lcp.gpkg,thresh_0.97,t1249::thresh_0.97::6018,t1249,lcp,confirm,,9513,309919733.37057483,
2026-06-10T15:37:11.389409+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1155::thresh_0.97::3367,t1155,lcp,reject,bland,275179,9099125062.13975,
2026-06-10T15:40:27.746729+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1082::thresh_0.97::129,t1082,lcp,reject,bland,263435,8693417639.877363,
2026-06-10T15:42:35.749444+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1227::thresh_0.97::8513,t1227,lcp,skip,,260477,8591393035.0205,
2026-06-10T15:44:31.748251+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1372::thresh_0.97::22323,t1372,lcp,skip,,260795,8589644948.138389,
2026-06-10T15:46:09.178718+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1082::thresh_0.97::127,t1082,lcp,reject,bland,258317,8516227078.491794,
2026-06-10T16:07:45.231957+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1154::thresh_0.97::3086,t1154,lcp,reject,bland,252663,8360965003.036425,
2026-06-10T16:12:13.921789+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.93,t1378::thresh_0.93::11096,t1378,lcp,reject,bland,13,433623.8393352628,
2026-06-10T16:19:39.711775+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1299::thresh_0.97::14286,t1299,lcp,confirm,,9,291321.1373129487,
2026-06-10T16:20:52.173741+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1299::thresh_0.97::14281,t1299,lcp,confirm,,9,291284.0083523989,
2026-06-10T16:21:47.687289+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1299::thresh_0.97::14283,t1299,lcp,reject,bland,14,485473.8161597848,
2026-06-10T16:24:43.319576+00:00,vector_mc11_v3_denoising/lcp.gpkg,thresh_0.97,t1299::thresh_0.97::14294,t1299,lcp,reject,bland,10,323763.773950398,
2026-06-10T16:40:47.062129+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1232::thresh_0.95::49,t1232,hcp,confirm,,17,574536.8691975474,
2026-06-10T16:46:26.924730+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::42,t1090,hcp,confirm,,21,675449.5052858628,olivine
2026-06-10T16:46:52.096127+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::41,t1090,hcp,reject,alteration,16,543645.5694291592,
2026-06-10T16:55:34.497068+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1090::thresh_0.97::58,t1090,olivine,confirm,,5214,171726054.54694065,
2026-06-10T16:56:05.450806+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1090::thresh_0.97::51,t1090,olivine,reject,alteration,4974,163812631.20851845,
2026-06-10T17:01:41.708731+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1234::thresh_0.95::51,t1234,hcp,confirm,,13,398153.46114593744,olivine
2026-06-10T17:01:58.170811+00:00,vector_mc11_v3_denoising/hcp.gpkg,thresh_0.95,t1090::thresh_0.95::32,t1090,hcp,reject,alteration,11,378743.88522431254,
2026-06-10T17:15:08.728570+00:00,vector_mc13_relabeled/olivine.gpkg,thresh_0.97,t1322::thresh_0.97::2845,t1322,olivine,confirm,,41544,1385079932.6628919,
2026-06-10T17:15:54.744362+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1234::thresh_0.97::75,t1234,olivine,confirm,,1473,48949184.00433758,hcp
2026-06-10T17:17:06.862673+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1090::thresh_0.97::61,t1090,olivine,confirm,,1310,43197491.17935817,
2026-06-10T17:17:40.027968+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1230::thresh_0.97::68,t1230,olivine,reject,ambiguous,1298,42959653.752195954,
2026-06-10T17:26:40.232932+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1090::thresh_0.97::46,t1090,olivine,reject,alteration,3902,128213162.93925083,
2026-06-10T17:54:17.919165+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1088::thresh_0.97::40,t1088,olivine,confirm,,1058,34755313.039403185,hcp
2026-06-10T17:54:24.819927+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1087::thresh_0.97::28,t1087,olivine,reject,alteration,1051,34559161.655057706,
2026-06-10T17:54:35.226410+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1088::thresh_0.97::42,t1088,olivine,confirm,,664,21719111.193604678,hcp
2026-06-10T17:54:39.752728+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1087::thresh_0.97::26,t1087,olivine,reject,alteration,596,19539326.053857192,
2026-06-10T17:54:42.811168+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1086::thresh_0.97::21,t1086,olivine,reject,alteration,489,16010706.40247763,
2026-06-10T17:54:46.715430+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1090::thresh_0.97::50,t1090,olivine,reject,alteration,350,11470877.534395747,
2026-06-10T17:54:50.489894+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1086::thresh_0.97::20,t1086,olivine,reject,alteration,347,11446183.613976728,
2026-06-10T17:54:53.920869+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1090::thresh_0.97::48,t1090,olivine,reject,alteration,255,8326488.799527146,
2026-06-10T17:54:55.985935+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1087::thresh_0.97::36,t1087,olivine,reject,alteration,247,8087421.256755751,
2026-06-10T17:54:58.005096+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1086::thresh_0.97::18,t1086,olivine,reject,alteration,216,7031879.638364855,
2026-06-10T17:55:00.452279+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1087::thresh_0.97::37,t1087,olivine,reject,alteration,202,6639720.519961305,
2026-06-10T17:55:25.711211+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1302::thresh_0.97::81,t1302,olivine,skip,,172,5763514.98721379,
2026-06-10T17:55:47.113943+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1232::thresh_0.97::72,t1232,olivine,skip,,168,5515807.420951724,
2026-06-10T17:55:50.160336+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1087::thresh_0.97::29,t1087,olivine,reject,alteration,167,5400778.217806652,
2026-06-10T17:56:04.913739+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1374::thresh_0.97::93,t1374,olivine,confirm,,164,5376830.784932733,
