class,source,tile_id,polygon_id,n_px,confidence_weight,degenerate,own_angle_deg,nearest_other_class,nearest_other_angle_deg,margin_deg,suspect
plagioclase,hand,t0436,137,27,1.0,False,1.9082449660269059,olivine,1.139063012937198,-0.7691819530897079,True
olivine,hand,t0579,71,49,1.0,False,2.313635515167202,hcp,1.5463601868854024,-0.7672753282817995,True
plagioclase,hand,t0435,456,22,1.0,False,3.4568485916901963,lcp,2.6896746380689867,-0.7671739536212097,True
hcp,hand,t0240,26,130,1.0,False,1.474663000666765,plagioclase,0.7075182860198632,-0.7671447146469017,True
olivine,hand,t0435,195,19,1.0,False,1.86369231878884,plagioclase,1.0966562715649537,-0.7670360472238862,True
lcp,hand,t0600,208,261,1.0,False,2.710026504449726,plagioclase,1.943223330714815,-0.766803173734911,True
plagioclase,hand,t0363,81,18,1.0,False,2.21058791907358,olivine,1.4440319085278495,-0.7665560105457307,True
plagioclase,hand,t0503,45,15,1.0,False,2.2418408260156406,olivine,1.4756185029331546,-0.7662223230824861,True
olivine,hand,t0294,2,1547,1.0,False,1.4270521112030874,plagioclase,0.6614506797381846,-0.7656014314649028,True
bland,reassigned,t1444,54657903,624,1.0,False,19.135736071536414,junk,18.3706803233214,-0.765055748215012,True
plagioclase,hand,t0433,187,7,1.0,True,2.33712121620847,olivine,1.5756403627218312,-0.7614808534866389,True
bland,reassigned,t1444,1621156520,2,1.0,True,19.303267898098408,junk,18.5422132787927,-0.7610546193057068,True
olivine,hand,t0435,115,55,1.0,False,2.2314549442476364,hcp,1.4706807472232297,-0.7607741970244066,True
hcp,hand,t0364,201,30,1.0,False,3.297674357308463,olivine,2.5374847754954812,-0.7601895818129818,True
plagioclase,hand,t0597,825,103,1.0,False,2.2838508791637464,lcp,1.5242581060518101,-0.7595927731119363,True
hcp,hand,t0433,207,13,1.0,False,2.666584407640161,olivine,1.907932919797414,-0.758651487842747,True
plagioclase,hand,t0527,991,1842,1.0,False,2.047169460515004,lcp,1.2887736499717106,-0.7583958105432935,True
plagioclase,hand,t0597,868,37,1.0,False,2.5411814456385766,lcp,1.784340740841538,-0.7568407047970387,True
hcp,hand,t0602,10,274,1.0,False,2.416577734923183,lcp,1.6598142169458439,-0.7567635179773391,True
bland,reassigned,t1444,1249893654,74,1.0,False,19.308835603191746,junk,18.55280933659174,-0.7560262666000064,True
hcp,hand,t0359,9,1143,1.0,False,1.6680463249838462,lcp,0.9124027427477946,-0.7556435822360515,True
plagioclase,hand,t0525,913,17,1.0,False,1.9355127084908725,lcp,1.1811028329284277,-0.7544098755624449,True
hcp,hand,t0363,87,21,1.0,False,3.0734100091555776,olivine,2.3215456827249445,-0.7518643264306331,True
hcp,hand,t0359,10,14037,1.0,False,1.4723820962732435,lcp,0.7207428444935559,-0.7516392517796876,True
bland,reassigned,t1444,3030099457,25,1.0,False,19.342521378594924,junk,18.59204067604274,-0.7504807025521849,True
lcp,hand,t0634,93,29591,1.0,False,3.0694135426166094,plagioclase,2.3209247947469187,-0.7484887478696907,True
hcp,hand,t0436,153,276,1.0,False,1.582935951911542,olivine,0.8366139102446979,-0.7463220416668441,True
bland,reassigned,t1444,138462916,41284,1.0,False,19.245270750795825,junk,18.50017181156565,-0.745098939230175,True
olivine,hand,t0290,12,1821,1.0,False,1.0938560225152516,plagioclase,0.34954589102950334,-0.7443101314857483,True
plagioclase,hand,t0505,20,1495,1.0,False,2.094199822401526,lcp,1.3503509385956978,-0.7438488838058284,True
plagioclase,hand,t0602,981,2,1.0,True,3.1417030739345684,olivine,2.3980242640055383,-0.7436788099290301,True
hcp,hand,t0433,26,34,1.0,False,2.908506790324078,olivine,2.1660199005231613,-0.7424868898009169,True
olivine,hand,t0235,14,29,1.0,False,1.8772380670310786,plagioclase,1.1366144518224395,-0.7406236152086392,True
plagioclase,hand,t0363,48,2440,1.0,False,2.775980595646767,lcp,2.035950952810131,-0.7400296428366362,True
plagioclase,hand,t0433,323,16,1.0,False,1.4504597402824981,olivine,0.7123868581045425,-0.7380728821779556,True
hcp,hand,t0434,62,399,1.0,False,2.8144480100689058,olivine,2.0775764648325925,-0.7368715452363133,True
hcp,hand,t0359,22,461,1.0,False,2.4016454673261602,lcp,1.6648693182314593,-0.7367761490947009,True
lcp,hand,t0364,59,19,1.0,False,1.758675774044541,plagioclase,1.0230698261042166,-0.7356059479403243,True
lcp,confirmed,t1249,766540492,16,1.0,False,4.812047014875317,bland,4.079115595156556,-0.7329314197187609,True
plagioclase,hand,t0597,988,44,1.0,False,1.8637932041419467,lcp,1.1311177595264816,-0.7326754446154651,True
plagioclase,hand,t0602,862,151,1.0,False,2.8168997632979536,lcp,2.0845287488047672,-0.7323710144931863,True
olivine,hand,t0240,34,1556,1.0,False,1.3524688355647683,plagioclase,0.620531379158298,-0.7319374564064702,True
plagioclase,hand,t0505,0,231,1.0,False,2.6168768811114385,lcp,1.88522312335192,-0.7316537577595184,True
lcp,hand,t0600,238,99,1.0,False,1.689667026744127,plagioclase,0.9581159400531014,-0.7315510866910255,True
hcp,hand,t0184,8,190,1.0,False,3.687633820607692,olivine,2.956353049827271,-0.7312807707804208,True
olivine,hand,t0434,38,283,1.0,False,2.069052796279079,hcp,1.3379889004001593,-0.7310638958789195,True
lcp,hand,t0600,40,148,1.0,False,1.8180343752856198,plagioclase,1.0872510010592196,-0.7307833742264003,True
hcp,hand,t0435,231,1285,1.0,False,1.5689977421509425,olivine,0.8382161603085505,-0.730781581842392,True
hcp,hand,t0432,0,203,1.0,False,3.6289947489938714,lcp,2.8982817916542736,-0.7307129573395978,True
olivine,hand,t0433,241,32,1.0,False,2.886020132408755,lcp,2.1555615071570617,-0.7304586252516931,True
plagioclase,hand,t0363,39,255,1.0,False,2.0561544906825993,lcp,1.326301127053095,-0.7298533636295041,True
lcp,hand,t0437,78,79,1.0,False,2.0529310364330007,plagioclase,1.3241986285334495,-0.7287324078995512,True
hcp,hand,t0436,54,653,1.0,False,2.1095923980241365,olivine,1.3810589691779014,-0.7285334288462351,True
lcp,hand,t0437,58,66,1.0,False,1.9525767152714097,plagioclase,1.2244587870678318,-0.7281179282035779,True
hcp,hand,t0364,122,2029,1.0,False,2.193824635672924,olivine,1.465806410069204,-0.7280182256037198,True
olivine,hand,t0364,90,107,1.0,False,2.0192630319065015,hcp,1.2915177765309576,-0.7277452553755439,True
lcp,hand,t0437,32,405,1.0,False,1.8188730380909965,plagioclase,1.0917469156831696,-0.7271261224078269,True
hcp,confirmed,t1090,1830886921,36,0.75,False,4.651487484235191,lcp,3.925936029718523,-0.7255514545166681,True
hcp,confirmed,t1090,2871495393,145,1.0,False,4.83300529263522,lcp,4.108751939609501,-0.7242533530257189,True
hcp,hand,t0644,11,84,1.0,False,3.0330881113836625,lcp,2.3094860567983946,-0.7236020545852679,True
lcp,hand,t0505,74,31,1.0,False,2.752162138553276,plagioclase,2.0285862471822917,-0.7235758913709844,True
olivine,hand,t0235,12,23,1.0,False,2.017936893208244,plagioclase,1.2950689087449923,-0.7228679844632517,True
bland,reassigned,t1444,464682306,2142,1.0,False,19.16974490951153,junk,18.447048467454643,-0.7226964420568862,True
plagioclase,hand,t0525,867,69,1.0,False,4.063192240411331,olivine,3.341032700636677,-0.7221595397746539,True
hcp,hand,t0433,221,89,1.0,False,2.1676144848818364,olivine,1.4461387227775437,-0.7214757621042927,True
hcp,hand,t0359,7,186,1.0,False,1.9540074297005947,olivine,1.2329569989233564,-0.7210504307772383,True
lcp,hand,t0436,89,743,1.0,False,1.9521506726673128,plagioclase,1.2327883979813854,-0.7193622746859274,True
hcp,hand,t0435,179,428,1.0,False,2.0717298720993362,olivine,1.3529980290374983,-0.7187318430618379,True
hcp,hand,t0290,56,575,1.0,False,2.127360835090263,olivine,1.4088163478607627,-0.7185444872295004,True
olivine,hand,t0433,211,7,1.0,True,2.0731325610766995,hcp,1.3546756235411723,-0.7184569375355272,True
bland,reassigned,t1444,2004260437,26,1.0,False,19.362239870224627,junk,18.644744580307496,-0.7174952899171316,True
lcp,hand,t0433,189,301,1.0,False,1.7117862944727755,plagioclase,0.9948887204015882,-0.7168975740711874,True
lcp,hand,t0600,286,431,1.0,False,2.6418551477895074,plagioclase,1.925331529063909,-0.7165236187255983,True
hcp,hand,t0364,153,871,1.0,False,2.5439706441842604,olivine,1.828189463433307,-0.7157811807509535,True
olivine,hand,t0505,2,1222,1.0,False,2.1881484622540492,lcp,1.473910012514149,-0.7142384497399001,True
hcp,hand,t0682,0,9842,1.0,False,2.505843213777746,lcp,1.7922966061435102,-0.713546607634236,True
olivine,hand,t0434,46,89,1.0,False,1.5077018556195336,plagioclase,0.794310076502104,-0.7133917791174297,True
lcp,confirmed,t1322,754562659,100,1.0,False,4.679831179126789,bland,3.9681071274887496,-0.7117240516380394,True
lcp,hand,t0365,8,103,1.0,False,1.7380040069150964,plagioclase,1.0264296249520013,-0.7115743819630951,True
hcp,hand,t0236,6,54,1.0,False,1.3663814770876073,plagioclase,0.6549583873787646,-0.7114230897088427,True
plagioclase,hand,t0434,30,31,1.0,False,1.8708512650369065,olivine,1.1603758705383762,-0.7104753944985303,True
bland,reassigned,t1444,454309891,22278,1.0,False,19.24914708748849,junk,18.538888702349357,-0.7102583851391309,True
hcp,confirmed,t1390,3102455356,81,1.0,False,17.54108797014521,olivine,16.831243342237737,-0.7098446279074722,True
olivine,hand,t0434,170,46,1.0,False,1.2280742414885464,plagioclase,0.519858045166392,-0.7082161963221544,True
plagioclase,hand,t0504,26,927,1.0,False,2.423818548853194,lcp,1.7158822365741024,-0.7079363122790914,True
plagioclase,hand,t0602,957,628,1.0,False,3.5361161185606673,olivine,2.8285596235845536,-0.7075564949761137,True
hcp,hand,t0364,152,691,1.0,False,2.601250962412278,olivine,1.8943795765807516,-0.7068713858315265,True
lcp,confirmed,t1249,2677343518,9,1.0,True,4.429875129921203,bland,3.7236896168435547,-0.706185513077648,True
bland,reassigned,t1444,1607404371,24800,1.0,False,19.23826442216398,junk,18.532644722933927,-0.7056196992300521,True
lcp,hand,t0600,160,309,1.0,False,2.4176172839776724,plagioclase,1.712603006978115,-0.7050142769995573,True
lcp,hand,t0364,135,127,1.0,False,1.7074761021054878,hcp,1.002811007606431,-0.7046650944990569,True
hcp,hand,t0434,54,537,1.0,False,1.720711002952065,olivine,1.0173470174689834,-0.7033639854830815,True
lcp,hand,t0436,165,49,1.0,False,1.637643370497828,plagioclase,0.934537650920136,-0.703105719577692,True
bland,reassigned,t1176,19367405,10,0.75,False,5.022423046576251,junk,4.319768393781646,-0.7026546527946049,True
lcp,hand,t0365,11,77,1.0,False,1.650618920837135,plagioclase,0.9501953920639724,-0.7004235287731625,True
hcp,hand,t0573,10,647,1.0,False,3.464377710195859,lcp,2.764308946188769,-0.70006876400709,True
bland,reassigned,t1444,3342006213,17,1.0,False,19.431201528481623,junk,18.73183905390603,-0.6993624745755938,True
hcp,hand,t0435,151,510,1.0,False,2.0352949245952816,olivine,1.3361718688481918,-0.6991230557470898,True
olivine,confirmed,t1371,610553788,204,0.5,False,2.8921653214350815,lcp,2.1935904346505777,-0.6985748867845039,True
lcp,hand,t0437,82,97,1.0,False,1.936989749220037,plagioclase,1.238761924429294,-0.698227824790743,True
lcp,hand,t0365,51,175,1.0,False,1.8077023851963654,plagioclase,1.1095888594553565,-0.6981135257410089,True
hcp,hand,t0236,23,117,1.0,False,2.587010446303043,olivine,1.8891987313026428,-0.6978117150004004,True
hcp,hand,t0433,139,333,1.0,False,1.8256291272688945,olivine,1.1283231726361327,-0.6973059546327618,True
olivine,hand,t0505,22,44,1.0,False,2.494312165439303,lcp,1.7970244755883529,-0.6972876898509501,True
lcp,hand,t0530,184,72,1.0,False,1.8541398545177699,plagioclase,1.15777187400213,-0.6963679805156398,True
olivine,hand,t0290,59,39,1.0,False,2.6436045909503507,plagioclase,1.947662502867997,-0.6959420880823537,True
hcp,hand,t0644,7,663,1.0,False,3.566325693987208,lcp,2.8705482269716236,-0.6957774670155845,True
hcp,hand,t0240,30,208,1.0,False,1.4785845975136223,plagioclase,0.7830669975578124,-0.6955175999558099,True
hcp,hand,t0363,6,166,1.0,False,1.742882490794284,lcp,1.0474128031404784,-0.6954696876538056,True
plagioclase,hand,t0435,383,51,1.0,False,2.4395527697542767,hcp,1.7455951271894012,-0.6939576425648755,True
plagioclase,hand,t0433,391,100,1.0,False,2.6633964885907866,olivine,1.9699157092188953,-0.6934807793718913,True
olivine,confirmed,t1322,3163565230,11457,1.0,False,2.0007035306653465,plagioclase,1.3088467746238936,-0.6918567560414528,True
hcp,hand,t0436,53,1006,1.0,False,1.916943494583531,olivine,1.2259881919427773,-0.6909553026407538,True
hcp,hand,t0436,37,35,1.0,False,2.351739293454795,olivine,1.6613377230857775,-0.6904015703690174,True
hcp,hand,t0435,373,36,1.0,False,3.413339309968313,olivine,2.7236443389738865,-0.6896949709944264,True
hcp,hand,t0240,79,22,1.0,False,3.1376525435300335,olivine,2.4486354254408202,-0.6890171180892133,True
plagioclase,hand,t0598,760,450,1.0,False,2.4824348522256887,lcp,1.7960599761836584,-0.6863748760420303,True
plagioclase,hand,t0507,42,593,1.0,False,1.993212009250548,hcp,1.30824279408492,-0.6849692151656281,True
hcp,hand,t0363,28,513,1.0,False,2.7750529012292984,olivine,2.09061203822265,-0.6844408630066483,True
plagioclase,hand,t0293,33,12,1.0,False,5.175243991460196,olivine,4.490825901871411,-0.6844180895887844,True
hcp,hand,t0435,49,698,1.0,False,1.944158099585494,olivine,1.2606490667339347,-0.6835090328515592,True
olivine,hand,t0577,0,226,1.0,False,2.039947724048878,hcp,1.3566650606406943,-0.6832826634081837,True
lcp,hand,t0579,37,102,1.0,False,2.329806596158939,hcp,1.6470602873808053,-0.6827463087781338,True
olivine,confirmed,t1300,3254903879,276,0.5,False,2.0697682108916067,plagioclase,1.3870293092401684,-0.6827389016514382,True
hcp,hand,t0364,74,10,1.0,False,1.4432939271523992,olivine,0.7610355212465193,-0.6822584059058799,True
olivine,hand,t0363,42,372,1.0,False,1.744904795407138,hcp,1.0629233924417305,-0.6819814029654074,True
plagioclase,hand,t0293,43,196,1.0,False,1.949068532020429,olivine,1.2672925724407984,-0.6817759595796307,True
hcp,hand,t0433,405,27,1.0,False,1.4742486663718668,olivine,0.79403164215364,-0.6802170242182268,True
plagioclase,hand,t0237,53,145,1.0,False,1.9631338415317185,lcp,1.2835425448321702,-0.6795912966995483,True
lcp,hand,t0600,243,1197,1.0,False,1.5293422519357251,plagioclase,0.8500963631020816,-0.6792458888336436,True
lcp,hand,t0506,42,114,1.0,False,1.8741642794741515,plagioclase,1.1949356235624795,-0.679228655911672,True
bland,reassigned,t1444,1672693545,2,1.0,True,19.351502660110153,junk,18.672603563444564,-0.6788990966655888,True
plagioclase,hand,t0505,54,12,1.0,False,2.105176160033469,olivine,1.4263414455475547,-0.6788347144859141,True
hcp,hand,t0576,32,1100,1.0,False,2.745271479774228,lcp,2.0673119032329383,-0.6779595765412898,True
lcp,hand,t0599,63,57,1.0,False,2.797663346488476,plagioclase,2.120417988060168,-0.677245358428308,True
lcp,hand,t0531,140,93,1.0,False,1.5485705860472734,plagioclase,0.8722550094808817,-0.6763155765663916,True
hcp,hand,t0365,5,96,1.0,False,1.6651563635110591,plagioclase,0.988934761802183,-0.6762216017088761,True
hcp,hand,t0361,29,258,1.0,False,2.182129392024916,olivine,1.5061669711120076,-0.6759624209129083,True
lcp,hand,t0238,0,1616,1.0,False,1.506211302486911,plagioclase,0.8305330911079969,-0.6756782113789142,True
hcp,hand,t0436,36,85,1.0,False,2.3800203960712816,olivine,1.705176132186306,-0.6748442638849756,True
hcp,hand,t0185,2,124,1.0,False,2.4918117395739015,plagioclase,1.818240199773969,-0.6735715397999325,True
hcp,hand,t0240,11,298,1.0,False,2.3978388177520076,olivine,1.7247053480868553,-0.6731334696651523,True
olivine,hand,t0240,38,111,1.0,False,1.4420187238889186,hcp,0.7693314686290376,-0.672687255259881,True
lcp,hand,t0507,26,66,1.0,False,3.198392389889982,olivine,2.5288605589728643,-0.6695318309171179,True
olivine,hand,t0435,271,134,1.0,False,1.8680670467841098,hcp,1.1999056995916761,-0.6681613471924337,True
olivine,hand,t0503,35,248,1.0,False,2.8045571875008113,hcp,2.136435722959166,-0.6681214645416453,True
olivine,hand,t0240,83,24,1.0,False,1.7482595356443231,plagioclase,1.081744135132333,-0.6665154005119902,True
hcp,hand,t0434,4,78,1.0,False,1.9721292493287397,olivine,1.3061759794060828,-0.6659532699226569,True
lcp,hand,t0528,65,491,1.0,False,1.6620096032241558,plagioclase,0.9962152051761698,-0.665794398047986,True
hcp,hand,t0364,52,648,1.0,False,2.3219530970498274,olivine,1.6564429831351424,-0.6655101139146851,True
lcp,hand,t0672,244,132,1.0,False,1.9591886759516939,plagioclase,1.2949388422882842,-0.6642498336634097,True
olivine,hand,t0504,6,145,1.0,False,1.9787275688612604,hcp,1.3152155829820893,-0.6635119858791712,True
hcp,hand,t0240,93,331,1.0,False,1.2615799716037055,plagioclase,0.5998857998647187,-0.6616941717389868,True
hcp,hand,t0290,10,143,1.0,False,1.689103481012692,lcp,1.027754615654275,-0.661348865358417,True
olivine,hand,t0503,29,453,1.0,False,4.148859657306273,lcp,3.488273953156298,-0.6605857041499754,True
plagioclase,hand,t0435,253,1193,1.0,False,1.3221905235286502,olivine,0.6620752927393295,-0.6601152307893207,True
olivine,hand,t0237,51,107,1.0,False,1.878231387016981,plagioclase,1.218470515744851,-0.6597608712721299,True
olivine,hand,t0503,9,3279,1.0,False,2.974088348489224,hcp,2.314432730656999,-0.6596556178322253,True
olivine,hand,t0240,14,63,1.0,False,1.7675863133292002,plagioclase,1.1086123551913258,-0.6589739581378744,True
hcp,hand,t0184,0,128,1.0,False,1.628783654968852,plagioclase,0.9714814377670451,-0.6573022172018068,True
hcp,hand,t0507,16,3225,1.0,False,1.4437210679791495,olivine,0.7870880027901974,-0.656633065188952,True
plagioclase,hand,t0597,827,25,1.0,False,2.1390463852326067,lcp,1.4824174769566658,-0.6566289082759409,True
plagioclase,hand,t0597,968,326,1.0,False,1.772120054990874,lcp,1.1159536096062672,-0.6561664453846068,True
hcp,hand,t0184,4,291,1.0,False,1.7883491061753851,plagioclase,1.1339725126306042,-0.654376593544781,True
hcp,hand,t0436,27,166,1.0,False,2.0955933921142758,olivine,1.441390597247435,-0.6542027948668407,True
hcp,hand,t0364,21,215,1.0,False,1.4121436309612239,olivine,0.7587209112912702,-0.6534227196699537,True
bland,reassigned,t1248,3277082397,12,1.0,False,2.680618616821976,junk,2.0280269719471775,-0.6525916448747986,True
bland,reassigned,t1444,1844038197,40,1.0,False,19.301150011881234,junk,18.650254758952613,-0.6508952529286205,True
lcp,hand,t0437,74,201,1.0,False,1.7958895252771143,plagioclase,1.1456650613406065,-0.6502244639365078,True
hcp,hand,t0436,33,45,1.0,False,2.126966729176241,olivine,1.4809945222648617,-0.6459722069113794,True
hcp,hand,t0184,16,39,1.0,False,2.334489050960493,plagioclase,1.6894578894135601,-0.6450311615469331,True
olivine,confirmed,t1104,1546454539,13966,1.0,False,4.133219752671596,hcp,3.49016354585319,-0.6430562068184056,True
lcp,hand,t0364,104,73,1.0,False,1.4663654473595946,plagioclase,0.8233688043059617,-0.6429966430536329,True
hcp,hand,t0364,151,1226,1.0,False,2.4971606655360925,olivine,1.8541896590989717,-0.6429710064371208,True
hcp,hand,t0435,201,509,1.0,False,1.714796456243023,olivine,1.0721316702705352,-0.6426647859724877,True
hcp,hand,t0290,63,47,1.0,False,1.908784786095413,olivine,1.2668090235343172,-0.6419757625610958,True
hcp,hand,t0433,443,99,1.0,False,2.33978626403363,olivine,1.69802345485308,-0.6417628091805503,True
hcp,hand,t0240,55,110,1.0,False,1.9908040850192583,olivine,1.3499723856505126,-0.6408316993687457,True
plagioclase,hand,t0506,20,47,1.0,False,2.5891586551577515,hcp,1.950877099891198,-0.6382815552665535,True
olivine,hand,t0236,100,830,1.0,False,1.5479146388143363,plagioclase,0.9097280950823916,-0.6381865437319447,True
hcp,hand,t0573,6,670,1.0,False,2.7907152276877487,lcp,2.153019552499542,-0.6376956751882066,True
lcp,hand,t0435,241,136,1.0,False,3.9159326647072805,bland,3.2783176805911194,-0.6376149841161611,True
lcp,hand,t0507,52,68,1.0,False,2.8787576446860887,olivine,2.2414848034431647,-0.637272841242924,True
hcp,hand,t0435,361,1012,1.0,False,2.1230803828519282,olivine,1.4860294401044771,-0.6370509427474511,True
olivine,hand,t0435,387,66,1.0,False,2.22131894527931,hcp,1.5843432229388539,-0.6369757223404562,True
plagioclase,hand,t0435,95,34,1.0,False,1.85643210569865,lcp,1.219989090226794,-0.6364430154718559,True
olivine,hand,t0433,397,12,1.0,False,2.309175073158925,hcp,1.6728893175535382,-0.6362857556053867,True
hcp,hand,t0573,12,275,1.0,False,2.968505013818847,lcp,2.3329009957815674,-0.6356040180372795,True
olivine,hand,t0505,102,2788,1.0,False,1.9310072432876881,hcp,1.295671871371822,-0.6353353719158661,True
hcp,hand,t0435,327,282,1.0,False,3.8017114991620438,olivine,3.1677049170599374,-0.6340065821021064,True
hcp,hand,t0364,241,54,1.0,False,1.6152204677587523,lcp,0.9814628939140141,-0.6337575738447382,True
olivine,hand,t0435,209,575,1.0,False,1.759800872853398,plagioclase,1.1263212137890937,-0.6334796590643044,True
olivine,hand,t0433,215,102,1.0,False,1.9062866338204785,hcp,1.2741238072666057,-0.6321628265538728,True
plagioclase,hand,t0434,66,14,1.0,False,2.1851219664899966,olivine,1.5534739761682688,-0.6316479903217278,True
hcp,hand,t0436,61,57,1.0,False,2.8805483660298967,olivine,2.2497278838074077,-0.630820482222489,True
olivine,hand,t0359,30,178,1.0,False,2.3900618670721543,hcp,1.7593255938655503,-0.630736273206604,True
hcp,hand,t0361,7,146,1.0,False,1.6279709202308337,olivine,0.9973169767733943,-0.6306539434574394,True
hcp,hand,t0600,9,59,1.0,False,2.0933537992732982,plagioclase,1.463328022093025,-0.6300257771802733,True
olivine,hand,t0432,6,28,1.0,False,1.6024435213965569,plagioclase,0.9729738386479022,-0.6294696827486547,True
lcp,hand,t0435,91,12,1.0,False,2.3187490788176848,plagioclase,1.6922732513180687,-0.6264758274996161,True
plagioclase,hand,t0432,41,33,1.0,False,1.7927196473979599,olivine,1.1664368917012917,-0.6262827556966681,True
olivine,hand,t0434,90,1591,1.0,False,1.3929955199726503,hcp,0.7668564353228758,-0.6261390846497744,True
plagioclase,hand,t0236,33,83,1.0,False,1.9442060447255924,olivine,1.3200601788197979,-0.6241458659057946,True
olivine,hand,t0504,124,156,1.0,False,1.6368874388589694,hcp,1.0129851322936911,-0.6239023065652782,True
hcp,hand,t0433,146,9,1.0,True,2.519409945359653,olivine,1.8958725254556195,-0.6235374199040333,True
lcp,hand,t0506,44,511,1.0,False,1.917178517067903,plagioclase,1.2938000348787266,-0.6233784821891764,True
hcp,hand,t0433,347,21,1.0,False,2.5711675234323335,olivine,1.9481496333670558,-0.6230178900652776,True
hcp,hand,t0184,2,171,1.0,False,1.4754864543757247,plagioclase,0.8532055206824111,-0.6222809336933136,True
hcp,hand,t0237,15,172,1.0,False,3.016547755664349,olivine,2.3950377302883172,-0.6215100253760317,True
hcp,hand,t0436,34,37,1.0,False,1.7224253178338684,olivine,1.1029298047661984,-0.61949551306767,True
olivine,hand,t0504,120,132,1.0,False,1.3808611070553791,hcp,0.7626588426895651,-0.618202264365814,True
olivine,confirmed,t1372,3670448351,60,1.0,False,1.862670690619736,hcp,1.2466271792921177,-0.6160435113276181,True
plagioclase,hand,t0505,10,2228,1.0,False,1.7844470616794612,hcp,1.1691875939829914,-0.6152594676964698,True
hcp,hand,t0240,95,297,1.0,False,2.468992052225216,olivine,1.8538774372069315,-0.6151146150182842,True
hcp,hand,t0434,140,55,1.0,False,1.7591684569495551,olivine,1.144390983692431,-0.6147774732571241,True
plagioclase,hand,t0506,0,80,1.0,False,2.473748476163194,olivine,1.8590016866854246,-0.6147467894777692,True
olivine,hand,t0236,92,81,1.0,False,1.7019134774834397,plagioclase,1.0877618462431602,-0.6141516312402795,True
hcp,hand,t0435,440,19,1.0,False,2.811891114588729,olivine,2.198299598218728,-0.613591516370001,True
olivine,hand,t0503,16,206,1.0,False,2.7132319570338246,plagioclase,2.099760827493887,-0.6134711295399375,True
hcp,hand,t0364,20,657,1.0,False,1.6721509345709866,olivine,1.0597938117360923,-0.6123571228348943,True
lcp,confirmed,t1249,31161119,10,1.0,False,6.316616402174844,bland,5.7062633943743055,-0.6103530078005388,True
olivine,confirmed,t1250,3040921093,1737,1.0,False,3.854387811359889,hcp,3.2442949492186033,-0.6100928621412858,True
hcp,hand,t0436,57,324,1.0,False,2.0080880064170845,olivine,1.3982383746563432,-0.6098496317607414,True
hcp,hand,t0240,28,325,1.0,False,1.6840839359286797,plagioclase,1.0742948309125633,-0.6097891050161164,True
hcp,hand,t0436,96,16,1.0,False,1.857239778179078,olivine,1.2489077596645386,-0.6083320185145393,True
olivine,confirmed,t1250,3383199027,5219,1.0,False,2.8995914046189957,hcp,2.291600745300741,-0.6079906593182547,True
olivine,hand,t0432,77,84,1.0,False,1.5485633081797239,plagioclase,0.9422133062179864,-0.6063500019617375,True
lcp,hand,t0433,75,20,1.0,False,2.5614291395748148,hcp,1.955764810314411,-0.6056643292604038,True
plagioclase,hand,t0431,6,62,1.0,False,1.6431254788923724,hcp,1.0375637661050912,-0.6055617127872812,True
lcp,hand,t0436,100,136,1.0,False,1.541085960140488,plagioclase,0.936065347035345,-0.605020613105143,True
hcp,hand,t0364,265,256,1.0,False,1.0284866427083417,plagioclase,0.4239974958581206,-0.6044891468502211,True
plagioclase,hand,t0671,811,73,1.0,False,3.1274874004547186,lcp,2.523073318701064,-0.6044140817536547,True
hcp,hand,t0240,6,219,1.0,False,1.6468939558868445,plagioclase,1.0426740679979427,-0.6042198878889018,True
hcp,hand,t0644,6,1296,1.0,False,2.4015597229479786,lcp,1.7974147735809243,-0.6041449493670543,True
olivine,hand,t0434,176,122,1.0,False,0.9276719144823329,hcp,0.3251616869914791,-0.6025102274908538,True
hcp,hand,t0293,1,828,1.0,False,1.2841677171693002,olivine,0.6818565704115604,-0.6023111467577398,True
plagioclase,hand,t0506,22,48,1.0,False,2.8270844628981853,hcp,2.2267158935234033,-0.600368569374782,True
plagioclase,hand,t0576,24,36,1.0,False,1.6392086624468072,hcp,1.039390342891559,-0.5998183195552482,True
lcp,hand,t0527,57,422,1.0,False,1.9443169971010699,plagioclase,1.34531309338869,-0.5990039037123798,True
olivine,hand,t0436,163,37,1.0,False,1.316921048304658,plagioclase,0.7181793618066507,-0.5987416864980074,True
hcp,hand,t0506,72,19,1.0,False,2.7925957213620047,olivine,2.194030294588811,-0.5985654267731939,True
hcp,hand,t0433,337,36,1.0,False,1.6045386211768131,olivine,1.0061589252894805,-0.5983796958873326,True
hcp,hand,t0433,431,2577,1.0,False,2.0525216519152196,lcp,1.4541689611051911,-0.5983526908100285,True
bland,reassigned,t1176,2133617539,80,0.75,False,5.0821463011631725,junk,4.484679529663918,-0.5974667714992545,True
hcp,hand,t0601,11,111,1.0,False,1.5247600731057496,lcp,0.9292623893417675,-0.595497683763982,True
lcp,hand,t0599,193,3149,1.0,False,2.1057268091705232,plagioclase,1.5103033575982558,-0.5954234515722674,True
hcp,hand,t0435,347,125,1.0,False,1.7570750983316974,olivine,1.1620776588992994,-0.594997439432398,True
olivine,confirmed,t1371,4071694818,1090,0.5,False,2.516935628649139,hcp,1.9222256432345926,-0.5947099854145466,True
hcp,hand,t0435,175,35,1.0,False,2.0579823324481983,olivine,1.4636505211339808,-0.5943318113142175,True
olivine,hand,t0240,4,165,1.0,False,1.3586249916024455,plagioclase,0.7645224069076466,-0.5941025846947989,True
